"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PBRM1",-0.0536181498214657,8.6519518066294,-3.41267730840596,0.000748292162326226,0.00314971015080925,-1.79020034897359
"KCTD18",0.0207327491110445,8.67931166626225,3.48267186382407,0.000584256271120065,0.00253834000856459,-1.79433046740083
"AL513327.1",-0.062796859881315,8.53227026467305,-3.28448402723422,0.00116526019443648,0.00455591116202343,-1.80307853938265
"RTKN",0.0506505268294718,8.52482517274131,3.28769553308686,0.00115259043847921,0.00451664809364536,-1.80456845366408
"LINC00971",-0.101366437052722,8.19667740610189,-3.18720219175798,0.00161625935184536,0.00597066581480411,-1.80769177424695
"AC015969.1",0.0194332717599071,8.72758530014788,3.5538087031369,0.000452504596790088,0.0020469878996899,-1.81461582738866
"AC092651.1",-0.0709264020837314,7.66901104870952,-3.3059982978926,0.00108279556085624,0.00429317976803968,-1.82077638456988
"TMEM214",0.0231795243925678,8.72855800612791,3.55210123967768,0.000455310342669882,0.00205787505446852,-1.82546351181811
"TEKT2",0.0457359934827049,8.57897956544038,3.32814449860322,0.00100360477051427,0.00404342953245476,-1.83012371088471
"EFCC1",0.0850488899533476,8.5666723394728,3.32275205380162,0.00102237447266055,0.00409983293585573,-1.831024797445
"IL20",0.0542571617836657,7.43363107664474,3.390793250788,0.000807826498954896,0.00337051881481424,-1.83308222272295
"AC092640.1",0.0798642512598321,8.53121477687968,3.28698420950376,0.00115538559871527,0.00452416365419489,-1.83703173872051
"CFAP221",0.0200768189695759,8.71569923727252,3.52753587185186,0.000497527620377815,0.0022118533950762,-1.84333799166062
"PECR",0.020246133644657,8.69747951415653,3.49909480881423,0.000550984194119924,0.00241003010099784,-1.84385654847253
"AC005037.1",0.0348458860690572,7.39188567364879,3.4046956527477,0.000769514285934571,0.00322370850736359,-1.85020248520549
"AC021074.2",-0.0764777894671312,8.37177367106892,-3.19411524859544,0.00157951919291092,0.00585171011339196,-1.86209942240454
"ZNF385B",0.0239307939687156,8.66814642962994,3.44420026255462,0.000669706578387804,0.00284711208514469,-1.86255498449201
"RABGAP1L",-0.0377614382342437,8.63060638246415,-3.36796051506348,0.000874634226199637,0.00360262676079196,-1.86807519316485
"AC010878.1",-0.0368719703688902,8.63939597393345,-3.38138394614911,0.000834759075394888,0.00346327638922883,-1.88177633026321
"TAFA1",0.0838132180934575,8.5305747854265,3.27239995018068,0.00121410238291305,0.00471825620850235,-1.88264519540397
"AL034417.2",0.041345341507093,7.41471589968769,3.38105506370364,0.000835715430927027,0.00346445697531405,-1.89324849461117
"MIR4786",-0.0573664211441947,8.58931081561361,-3.30458834628505,0.00108802913596288,0.00430619052506567,-1.89458613070472
"USF1",-0.0176483658953647,8.72835552832617,-3.5253981372514,0.000501370095286655,0.00222509946763621,-1.90046732148034
"AC013267.1",0.0389795166388956,8.52421320432757,3.25553865852017,0.00128543744644284,0.00494332655578353,-1.9013514083153
"OR2M4",-0.11981949601098,8.42186165147757,-3.19582559036819,0.00157054953380403,0.00583945489965926,-1.90229321917068
"PREB",0.0397810994084754,8.53520429184395,3.26417035615273,0.00124844685446118,0.0048335138351774,-1.90322088533931
"AQP12A",-0.0511725881756865,8.5073694310473,-3.23513503080014,0.00137695896797466,0.00523284996156618,-1.90884824187094
"FBLN2",-0.0613787208336641,8.47354094136126,-3.21386969302227,0.00147875180550182,0.00554747032838338,-1.91464891157246
"THADA",0.072514444245387,8.40588266307417,3.18693895095048,0.0016176738868002,0.00597161362507416,-1.92867049219035
"ZBTB11",0.0187270790149851,8.67225037409547,3.43035378980089,0.000703223820944138,0.00297500020066359,-1.92970535710178
"LINC01127",-0.094900174290287,8.16535584935675,-3.14441643439373,0.00186182160985426,0.00673310942638038,-1.93435143080526
"LINC01705",-0.040855590643237,8.59725805353943,-3.30592237899928,0.00108307676521614,0.00429317976803968,-1.93820393355355
"PRDM2",-0.0911351459309457,8.35797537192517,-3.16438246611913,0.00174322799835729,0.00637576367909826,-1.9416238117011
"AC010976.2",0.0261185562776505,8.7316352291355,3.51875124567564,0.000513496115633999,0.0022691512153595,-1.94473907835189
"TPR",0.0353919517264673,7.40246834817927,3.37050067815886,0.000866954815069474,0.00357670878505062,-1.94589913171011
"AL031602.1",0.0405500074772226,7.381398144769,3.3782404151251,0.000843942046478119,0.0034929447300864,-1.95031809914259
"PCYOX1",-0.0808154854314707,7.65957565648582,-3.26661240843994,0.0012381624526637,0.00480090508901255,-1.9565013177866
"AC092418.2",0.0709764796365415,7.92022431945695,3.16626372141569,0.00173242171843586,0.00634235039844,-1.96200547418597
"RN7SL414P",0.0196147386195503,8.71126796166287,3.48384390753277,0.000581820776927534,0.00253202510262894,-1.96810097366813
"AL365445.1",0.0363230684673399,8.62869231638306,3.35130880017286,0.000926567841263767,0.00377135781957162,-1.96967683181162
"VIL1",-0.0267130176554662,8.65968400997713,-3.3825406771297,0.000831403529311957,0.00345491377974356,-1.97079608953305
"LINC02771",0.0905297318678402,7.90523204879646,3.16618678090131,0.00173286246100484,0.00634235039844,-1.97478005273544
"VANGL2",-0.0766862171636908,8.52808414910348,-3.22370401406467,0.00143083959271889,0.00539388872781527,-1.9789069191518
"MERTK",0.0212415074940306,8.74869551056749,3.52992250878945,0.000493270393513774,0.00219481917113937,-1.98819047294363
"DLX1",-0.129017500899395,7.82921934091686,-3.1952588517625,0.00157351647932516,0.00584206226341241,-1.9883313618227
"AC092807.3",0.0648473799654914,7.9742563405569,3.14254464954868,0.00187331356569228,0.00676518071307781,-1.98891527128307
"AC021074.3",0.061446152250368,8.57563657209581,3.28048971089265,0.00118119886948596,0.00461472921965084,-1.99135717361212
"TMEM234",0.0395392503821675,8.63216247038744,3.34754705567421,0.000938691370333688,0.00381468195178158,-1.9916314283508
"BOLA3-AS1",0.0725552282434175,8.38420539979161,3.15821453322031,0.00177909656432799,0.00647937922474538,-1.99480421065064
"AC092969.1",0.0971540845509319,8.14431736739333,3.12214826189402,0.00200285783421746,0.00715782248860669,-1.99776025906883
"AL390860.1",0.112876629200735,7.82746325564437,3.17789513174833,0.00166697297139866,0.00613057287932684,-2.01721591227616
"OLFML3",0.0199224503347473,8.67782712789533,3.41174353132917,0.000750746402571561,0.00315533756973231,-2.02241690022599
"SLC66A1",-0.0335717978681328,8.62014447744129,-3.30736975168325,0.00107772736454815,0.0042785527474787,-2.0295871406482
"SUSD5",0.0371887702728014,8.69088654655511,3.42926966685144,0.000705913211508738,0.00298392986209063,-2.03521844532211
"FAM3D",0.0377269981228886,8.56783185013921,3.25144604852476,0.00130332941427432,0.00499351395944478,-2.03760533393328
"EVX2",0.119525638705452,8.04068856904979,3.1103723415717,0.00208136706592042,0.00737198486191731,-2.0509769004107
"SMCP",0.0752188093410104,8.54266411928926,3.22653946712055,0.00141729518087107,0.00535457234267553,-2.05485905390202
"TDRD5",0.056891019462247,7.48865842702565,3.29727686318696,0.00111554797639797,0.00440159213028641,-2.05534609877304
"WARS2-AS1",0.0205712325978022,8.69054252313553,3.41817660253652,0.000733989784760633,0.00309753299509868,-2.07325529524381
"GPATCH11",-0.090120756166352,8.24701003782353,-3.10106938748437,0.00214538630963565,0.0075366193452255,-2.07536079386908
"ACP3",-0.0941025197901055,8.3795532329857,-3.12488291614623,0.00198502158800046,0.00710885856202664,-2.07699717531566
"CFAP92",0.0259956351493391,8.65285518518898,3.35321211064834,0.000920489510695127,0.00375848329901407,-2.07867364762038
"TRIM62",0.0352964214623237,8.59436416436005,3.26609328717534,0.00124034205876605,0.00480574304812663,-2.08581312860718
"LINC00570",0.0750388130385723,8.55715661190493,3.23155293476444,0.00139363739658003,0.00528455003982589,-2.09007345616504
"AL139260.1",0.0307021073089965,7.34602339743819,3.35140394009612,0.000926263120404696,0.00377135781957162,-2.09016609102015
"MFSD9",0.0301431520586158,8.67328434228367,3.38073155048909,0.000836657170640712,0.00346557512369008,-2.09924662508619
"USP21",0.0211131402061064,8.73317232868709,3.47604429465119,0.000598208884265534,0.00258805638939376,-2.10337717030894
"DTX3L",-0.0860107530825192,8.49181401281404,-3.15449125449563,0.00180107771574518,0.00654556573650311,-2.12393944870327
"C2orf73",0.0430039950309371,7.51296053598489,3.26193025084581,0.00125795049979568,0.00486300654231359,-2.13579904067177
"NFIA",0.0238095216700573,8.68456306494734,3.38892646605246,0.000813104500066875,0.00338432599422508,-2.13753286616863
"AL450468.2",0.0489620371477516,8.36345887890169,3.10262354610672,0.00213456638258951,0.0075058506870847,-2.13971880024012
"ABCA12",-0.0530934262425061,8.45982024961882,-3.13153490075964,0.0019422458044314,0.0069799035633817,-2.14548269136586
"HJV",-0.0514752239180263,8.49512375293427,-3.14645938123795,0.00184935317085445,0.00669741172900028,-2.15606569781082
"KLHL30",-0.0363210171333642,8.65804074075099,-3.3222848654987,0.00102401592410401,0.00410322464693423,-2.16233509561566
"RGS16",-0.0391045436351593,8.44673606252597,-3.12008677489565,0.0020164011565491,0.00720123321629065,-2.16396625847184
"ABHD14B",0.0500640535349925,7.53446404026443,3.24302107291964,0.00134089162267291,0.00511841458040283,-2.16620778285784
"YPEL5",0.0573907575130925,7.58240547718847,3.22280576925688,0.00143515530544226,0.00540620592415319,-2.16688703700864
"SNTN",-0.0407024606782967,8.67350391162087,-3.3387578108099,0.000967596297198621,0.00392287272378403,-2.16955393307063
"SHCBP1L",0.12675257395913,8.40024141929629,3.1078654104235,0.00209844301682834,0.00740702986843516,-2.17604438351126
"AC007365.1",-0.0987582525862757,7.91581324661184,-3.09985380209136,0.00215388434623287,0.00756132169742881,-2.18428936981477
"ARHGEF16",0.0459824825733896,8.44744055610541,3.11792734852002,0.00203067852621586,0.00722719748771236,-2.1848543353088
"AC021016.2",0.0309852832269069,7.34737904916553,3.31875741444226,0.00103648893721863,0.00414957415049526,-2.19271489201117
"LYPLA2",-0.076800926454783,8.28550773499567,-3.06527729513984,0.00240899913075093,0.00830983847309868,-2.19443639573501
"EFNA1",0.0389456221728301,7.39617180359885,3.29259277669131,0.00113351660135692,0.00445884447993716,-2.20277096496185
"AC092614.1",0.0408330680164457,8.66064481593731,3.32562621498932,0.00101232996803332,0.004075398630092,-2.21069546021989
"SBF1P2",0.0742296595365898,8.49030480002266,3.13458628328769,0.00192291003115533,0.00692489317784082,-2.2159343368111
"LORICRIN",0.0747361433397162,8.48088705959188,3.12639823963926,0.00197520144709132,0.0070786058809242,-2.22047699391734
"PTGFR",0.0409220421668149,8.68035898406691,3.35534028458912,0.000913737087444335,0.00374276581409884,-2.22373699282232
"AL358472.3",-0.0859724654403774,8.58439832448705,-3.19020224355884,0.00160021914798032,0.00591564885027564,-2.22547295555573
"HSPA7",0.149959225005299,7.70200658296944,3.15038435038291,0.00182561472840097,0.00663006701011534,-2.23148204308843
"SRD5A2",0.0713722043000301,8.61346933431381,3.24915503829562,0.00131344585434187,0.00502853769178993,-2.23168649910082
"AL161740.1",-0.0451215850761123,8.62260620299537,-3.23897246830088,0.00135929722570559,0.00516953967032722,-2.23284749640871
"AL390839.1",-0.0830533558232323,8.53926429617918,-3.14892666389383,0.00183439782950411,0.0066572762890589,-2.23550835163902
"NSA2P5",-0.0535011500335773,8.63368177935846,-3.25373275050638,0.00129330416960933,0.00496247738294296,-2.24174806165539
"OR6N2",-0.11120428249787,8.5431379830975,-3.14652225068963,0.00184897069507428,0.00669741172900028,-2.2434365207015
"AL357079.3",-0.0581786827007984,7.81374704427222,-3.1156377249104,0.00204591858656632,0.0072663926659246,-2.24468834474822
"XCR1",0.0177856289993722,8.73341590367347,3.43090338889803,0.000701864088280172,0.00297168563486112,-2.25381142721022
"RERE",0.0415434771433468,8.69909109253532,3.37458113907569,0.000854750309751742,0.00353200909245972,-2.2603942936183
"TADA3",0.0312831479810327,8.64358068548066,3.27923644685223,0.00118624142996084,0.00462741834667782,-2.26683455668208
"AC115284.3",0.0604439369715583,7.9990153954212,3.04136059043008,0.00260143626929679,0.00888450784156527,-2.2720971599029
"FGFR3P6",-0.0643972547713912,8.41377864813678,-3.06944360633378,0.00237684844628666,0.00822219945370167,-2.2738625325889
"CARF",0.0312784919102508,7.33786439868329,3.29683852763613,0.00111721817182803,0.00440481201232197,-2.27636144075478
"SPRR1B",0.0777008833241275,8.55978725203839,3.1709080222049,0.00170600874651017,0.00625738769968204,-2.27838765490876
"POLR1A",-0.101707597514978,8.17026354951796,-3.02571436480722,0.00273487339605757,0.00924835547768453,-2.28401461028545
"AC093155.3",0.0197430977473068,8.70781214273737,3.38140488371443,0.000834698225746514,0.00346327638922883,-2.28638060887646
"LRRFIP1",-0.0317631513325561,8.64570497628762,-3.2591513466405,0.00126983337094616,0.00489426808218933,-2.28860895328573
"AC099050.1",-0.0638582891592768,7.92611551609643,-3.05894340809145,0.00245864436455135,0.00844718786674972,-2.29068553534213
"FGGY",0.0312969147574853,7.37126806933416,3.2735798393593,0.00120925094346409,0.00470440222160544,-2.30030605811183
"AC023469.2",-0.0727720891345351,8.50693180151235,-3.10253633771986,0.00213517218498221,0.0075058506870847,-2.30792269255271
"LINC01756",-0.047851404917721,8.57857136930699,-3.16076741179224,0.00176416874869059,0.00643410059193591,-2.31520159093473
"APCS",-0.129688512180971,7.94609479004848,-3.0455829183649,0.00256646692834932,0.00878171962587061,-2.32169037026224
"TMEM50A",0.0464210511278116,8.56549188394687,3.1560612737134,0.0017917783424754,0.00652096041788683,-2.32349111600357
"LRRC42",0.018307664076754,8.70377229278022,3.36106555902671,0.000895800023922203,0.0036722104319291,-2.33007025665059
"AL359762.3",0.0714108622042137,8.51229941645898,3.10845258637528,0.00209443191909457,0.00740702986843516,-2.33376897570816
"LCE4A",-0.0892422252287772,8.42106028976037,-3.0506780489972,0.00252484492164447,0.00865733062561207,-2.33552785882083
"CHTOP",0.0521604952522816,8.58250706109644,3.17223181112641,0.00169854864078035,0.00623445931708489,-2.33677219043439
"MFSD2B",-0.0403041860583345,8.69086883124531,-3.31065642773249,0.00106567117258121,0.00423586830680194,-2.33919845653292
"ST7L",0.0626000566014924,8.52582780957058,3.11476686897372,0.00205174278519821,0.00728206300293679,-2.34009840073104
"C1orf216",0.0181023529654265,8.6855729884969,3.32531097964428,0.00101342713680314,0.00407663318603259,-2.34281572686855
"ZBTB20",-0.0595283757563868,8.5747922469604,-3.14607328686286,0.00185170363794875,0.00670121800765032,-2.34369259741702
"BLZF1",0.0183343117154858,8.71084374449208,3.36745024755889,0.000876184496779118,0.00360613204300871,-2.34688305800642
"DIO1",0.0323577477098156,7.34531063665523,3.27001579594335,0.00122396072880557,0.00474940969033131,-2.34968226284068
"LINC01765",-0.0916552984637017,8.23634598451925,-3.00078555329309,0.00296052345499331,0.00986904942301262,-2.36458042658586
"FCAMR",0.0240806001485812,8.73120382154879,3.3919881431273,0.000804464957619066,0.00336193337637076,-2.36699741522172
"MAGI3",0.040736258638672,7.47351891538813,3.20393498384515,0.00152865947322287,0.00570839746807411,-2.36995618640167
"AC013402.1",-0.0568598274358981,8.56486018443869,-3.12666942527203,0.00197344875240107,0.00707724284849258,-2.37092973923826
"AL391730.2",0.0850725824556779,8.0104358848328,3.00489701132886,0.00292216788769534,0.00976011644873372,-2.37112292286755
"AGBL5",-0.0217932923055884,8.70336259283619,-3.33673624376252,0.000974360828486193,0.00394409638344058,-2.37651643653098
"AC074096.1",0.0930687178136793,8.50269655356761,3.09001581246392,0.00222381160427479,0.00776452027301632,-2.3803813080411
"PLCD1",0.0296412261577245,8.60513212184344,3.18445367032755,0.00163108524544687,0.00601251366030703,-2.38080549911999
"AC068633.1",-0.108593404094228,8.32820715886368,-3.00827924888986,0.00289095775710277,0.00966839763513553,-2.38248063636315
"C1orf131",0.0164382101222829,8.73813926348775,3.39752104525714,0.000789068995448771,0.00330294546228029,-2.38413393709888
"AL031005.2",0.0269819928471125,7.27490176821972,3.2894827236778,0.00114559535416694,0.0044926503737178,-2.38895142977289
"NPHP3-AS1",-0.0384036053555738,8.62493614409792,-3.1969241078294,0.00156481341082959,0.00582652906833806,-2.3901768994099
"CHN1",0.0288434693523533,8.67851477235318,3.29946236741362,0.00110725512147252,0.00437221643295082,-2.39207339598303
"C1orf226",-0.0325401826931682,8.66091862829583,-3.25428182737561,0.00129090761726574,0.00495696990486928,-2.39353117009282
"PRR30",0.0193908605089168,8.73525745991063,3.38982241353732,0.000810567364337337,0.00337907246505498,-2.39473432474209
"MGC27382",0.0875876324549539,8.48418408933922,3.07172297786821,0.00235942662785012,0.00817712575256928,-2.39980793651722
"RNF2",0.0291027773356316,8.6602089610342,3.26235397803516,0.00125614770071024,0.00485968018946939,-2.40617477901325
"AC006058.2",-0.109723878549164,7.67165925784641,-3.1158100273224,0.00204476805465512,0.0072663926659246,-2.40618043781604
"SMIM4",0.0261107133414504,7.2557727626187,3.29069479328523,0.00114087378434722,0.00447753889336272,-2.40936803125995
"AC115115.1",-0.0580578345287579,8.67214806104679,-3.25152175599917,0.00130299634986626,0.00499351395944478,-2.41019027092033
"TENT5C",-0.0790711635180819,7.7680269298981,-3.0734286284688,0.0023464669217384,0.00813767983551104,-2.42252051254976
"PCBP1-AS1",-0.0268164217488483,8.65866935607503,-3.24229413169677,0.00134417928418683,0.00512716905957951,-2.42596535763444
"CCDC148",-0.0670735368262746,8.46465263963417,-3.0377515370118,0.00263167325478555,0.00896995305679384,-2.42843833228965
"AC026167.1",-0.0691912914556301,8.59186841955861,-3.1334430350354,0.00193013355676923,0.0069460563518904,-2.43818672155481
"SLC22A14",0.0786512401897125,8.40951482461528,3.0161632682574,0.00281939137742693,0.00947822772711257,-2.44091902065255
